salary,hra,lta,invest_80C,invest_80D,home_loan_interest,rent_paid,other_income,standard_deduction,taxable_income,final_tax
1079119,270120,15936,84524,18892,184252,179099,31517,50000,518783,16256
2147871,625586,18042,108293,4511,183555,166593,49587,50000,1243554,185566
1304853,513657,45293,137088,3717,159080,164006,138324,50000,624927,37485
1098292,202971,31083,108847,12146,7983,135077,175734,50000,923161,97132
2480484,742617,16792,95883,20282,5504,192728,68386,50000,1651375,307912
2019819,355155,42270,1221,39821,95238,12890,151641,50000,1672294,314188
536885,187373,47059,29026,44950,179132,121212,284608,50000,378070,6403
631864,221348,32985,38123,33356,164020,1335,282249,50000,440250,9512
1032733,377766,27026,14245,22665,144478,96122,106104,50000,556708,23841
1785410,92684,15581,63001,27181,196898,23329,56663,50000,1427889,240866
599760,92583,47448,115611,32232,17428,82331,212623,50000,551976,22895
2280812,220950,18915,18361,29001,116923,94698,79447,50000,1943938,395681
2441667,510052,4208,1561,48647,136267,137277,230313,50000,1929660,391398
1989549,444479,29713,96715,6481,101636,49709,54809,50000,1374759,224927
1486664,207488,40387,21783,15947,123578,158792,271148,50000,1379402,226320
1882974,570929,14554,6988,26260,143947,61383,137668,50000,1237071,183621
469601,67819,5189,47290,25457,37496,72499,298524,50000,545251,21550
546177,190540,41984,108344,1264,109065,66406,176967,50000,305914,2795
2130221,238969,24421,59340,3481,157229,73601,291171,50000,1936793,393537
262938,46942,6242,89680,24970,129201,171600,289725,50000,218111,0
1429418,382774,43606,10730,15370,82621,137957,285196,50000,1216724,177517
1244199,325815,46671,67200,21683,21904,15651,155754,50000,960021,104504
1562994,120835,16698,86291,18589,177591,151501,94711,50000,1221096,178828
2169398,751025,225,34334,11437,32618,43158,238841,50000,1529049,271214
1448609,375657,8670,123490,24192,79506,184064,190886,50000,995319,111563
1189479,421611,31210,97285,21171,19601,158016,39550,50000,650570,42614
1435622,507739,42675,17523,31758,53017,52034,256466,50000,1074725,134917
795501,191772,6386,103723,6683,93436,42983,80675,50000,436947,9347
1552619,572564,8279,3136,49342,107312,105558,12504,50000,791047,70709
1254735,435321,37846,1231,20211,131318,103067,121824,50000,776323,67764
2262236,871736,16863,5872,39993,122470,122575,122124,50000,1311151,205845
1623464,564436,16692,147564,30148,97299,195932,217627,50000,968335,106167
1761602,594402,39566,17396,19116,45140,110816,270751,50000,1345864,216259
1071485,229593,16923,112590,16296,110381,47519,32954,50000,602501,33000
695292,86362,46547,33351,40169,156139,15598,44205,50000,420022,8501
1328290,489804,49241,105411,46407,57,110102,174908,50000,860759,84651
939746,284641,48825,124638,18213,136975,181422,82569,50000,456672,10333
567192,84291,46065,11000,5612,64587,158382,137183,50000,534949,19489
605439,102530,548,135197,39893,139949,151200,24667,50000,163084,0
262026,76020,1,45652,42533,167839,119670,261835,50000,141817,0
2453299,532945,17441,107900,12596,79629,150778,250981,50000,1938650,394095
1931063,151624,13625,65342,27011,2701,193022,215349,50000,1863358,371507
538988,53632,10465,107271,24193,76882,137129,147272,50000,384746,6737
304708,94757,40520,66266,32062,14272,159525,7655,50000,95525,0
1874438,309281,31676,114976,48123,157225,151713,294071,50000,1520579,268673
1646268,374817,43892,57130,18044,177008,48539,102069,50000,1115229,147068
1530985,487339,5626,91692,48032,72566,165255,144112,50000,931093,98718
1887094,590493,21429,81651,31181,184259,49072,133142,50000,1104080,143724
2257708,244860,20595,143285,19064,11451,139976,125121,50000,1934763,392929
1553027,131134,42525,121581,18383,138963,78724,149928,50000,1285418,198125
1077013,276688,16978,52710,347,165443,106142,4024,50000,552826,23065
689844,213556,39390,145901,48877,70184,178466,140409,50000,341124,4556
1518276,155113,10959,28786,40360,50949,104290,271728,50000,1475754,255226
537249,96803,47418,73074,9313,171131,116612,82836,50000,267181,859
581301,206127,11961,126854,22730,14703,109566,81806,50000,254653,232
1293840,492277,38775,163,45202,194329,130464,6941,50000,557584,24016
1647955,344298,26510,133912,6769,129277,32750,34279,50000,1044487,125846
1020802,79449,14410,149716,6187,75994,186892,201245,50000,875110,87522
514491,72128,7516,139556,14565,3605,54936,89775,50000,331927,4096
398182,52376,39593,38008,25886,41628,195582,13240,50000,243116,0
957161,127912,12119,395,2882,184432,131690,47685,50000,651343,42768
705987,157335,6482,87967,39047,151782,70134,284392,50000,510729,14645
374926,95279,23720,99895,11848,54055,24074,222903,50000,310471,3023
331147,30756,16436,10176,11060,17217,27986,162103,50000,390476,7023
1842063,665490,49061,139115,36622,153379,176650,235384,50000,1081901,137070
2177298,581318,16640,25015,17655,145524,75037,265934,50000,1640359,304607
1728367,447712,31965,37160,753,112854,159808,126544,50000,1238396,184018
2467939,976187,7755,121299,48064,8591,103518,257020,50000,1528572,271071
2461579,664258,34861,12788,8701,151127,134978,206628,50000,1816193,357358
2495215,936044,19280,64362,12845,75454,75370,173046,50000,1548835,277150
861781,129430,35443,11184,44131,98506,24728,262896,50000,826868,77873
2216714,297140,34816,75761,27398,196563,187800,228643,50000,1833310,362493
738633,170462,2124,91756,26209,29691,32050,99629,50000,472267,11113
2427028,553394,20169,39680,22119,150548,69649,243404,50000,1874859,374957
417071,53914,19333,2706,19503,22489,154667,39181,50000,326972,3848
2025823,597373,39752,123321,12988,180325,105013,53704,50000,1155271,159081
2144656,129476,18049,69974,2656,85454,68897,162942,50000,1988086,408925
705884,205920,38986,27884,23243,133076,66189,188478,50000,493224,12161
1795140,377001,29017,35399,3468,1743,120895,51528,50000,1408073,234922
805943,234652,12123,115971,38494,18044,168158,41213,50000,402117,7605
817327,177342,31052,111495,37070,183114,79233,32242,50000,321599,3579
322219,126331,15179,21018,44386,58415,191029,123183,50000,160430,0
2096252,350366,2898,76128,35080,93437,33567,57059,50000,1551197,277859
968590,381528,23825,80682,32837,54093,134436,261088,50000,654362,43372
616042,44811,48637,43047,20452,2004,116345,295023,50000,799387,72377
1589091,459749,28562,129474,22722,183997,137249,206929,50000,978639,108227
1304490,272608,16027,143561,45291,197505,139741,298142,50000,909693,94438
1587900,536310,30987,11604,5479,64895,50848,2254,50000,952852,103070
1115048,363913,13791,25846,17293,160553,182423,4279,50000,515512,15602
1526137,503737,9523,40052,19184,3777,56224,102509,50000,1021418,118925
1425175,118515,38604,51113,27149,91803,171289,284957,50000,1410155,235546
928063,313525,47702,52560,24240,35400,97020,281529,50000,781568,68813
1488669,185955,45667,135157,21952,9424,24931,214539,50000,1346386,216415
2441951,144046,31417,85652,9059,112594,169000,107712,50000,2179728,466418
872673,110138,1245,58778,3808,6297,108344,92840,50000,737736,60047
2297152,500204,18709,49247,40663,83934,77200,64052,50000,1655864,309259
2332174,722365,35133,32873,18521,186231,187223,245992,50000,1603308,293492
1174914,148651,27689,135388,12425,192476,58820,90168,50000,753830,63266
855750,76634,19522,134024,12838,25703,86015,17190,50000,593262,31152
429340,118535,43912,144986,47633,29241,155637,279036,50000,361892,5594
292039,115169,31935,34170,23929,18058,55641,290074,50000,372721,6136
1346376,350467,41102,117815,20297,50170,81243,133953,50000,932681,99036
868914,253609,24729,70118,16708,163936,175251,142729,50000,482000,11600
1417574,349302,7261,101832,20664,165525,73564,212438,50000,949949,102489
491324,159101,20857,92225,20526,25300,53089,217832,50000,382860,6643
759662,297431,25109,121833,11439,32679,145307,294484,50000,565872,25674
678583,163162,15925,27527,33724,21263,131289,188314,50000,587145,29929
2221893,435217,44520,31351,20871,51754,13422,220183,50000,1897402,381720
483229,169671,39548,37886,6601,157721,82591,230841,50000,331738,4086
2341706,911871,23353,145978,27498,58326,16532,170031,50000,1341416,214924
1087876,103580,44750,126107,38680,70615,38972,142839,50000,886482,89796
2408900,607909,14316,14508,30065,35845,148683,172609,50000,1857497,369749
1339766,438587,12980,144222,17763,103277,136610,120365,50000,719261,56352
1338894,316874,49938,68288,23874,33298,128501,89309,50000,985806,109661
374078,72278,6305,141489,32757,137494,144500,225085,50000,171449,0
289759,80938,465,116879,4583,158077,73016,172387,50000,52133,0
1052930,152195,30997,8069,3034,140312,16657,241773,50000,972089,106917
1979504,340864,10711,111041,4438,96628,50487,219789,50000,1607032,294609
629179,249970,32908,117565,5739,192527,47531,31136,50000,77421,0
617375,168396,40570,70377,25822,71937,140092,158723,50000,430135,9006
1282203,455854,18111,117057,30531,197724,88622,258357,50000,707504,54000
1126332,374752,11831,102034,18379,117984,43983,57458,50000,532471,18994
1141111,317565,1991,148227,6640,153233,80747,55447,50000,522883,17076
1747053,601432,41769,138616,10106,83976,68729,255551,50000,1160242,160572
1278825,192470,35649,59565,35118,141313,39098,47351,50000,883358,89171
730533,199428,17086,12140,628,119606,27959,253709,50000,619525,36405
1693828,434824,26842,95956,52,187505,132690,271263,50000,1223595,179578
1858678,497841,2081,87956,18194,143100,138928,129631,50000,1193298,170489
965054,105211,43292,1638,6352,4371,20979,194060,50000,1034833,122950
1708716,251241,26009,47807,34329,116355,91528,185285,50000,1420277,238583
641637,96457,9622,75304,1238,12304,10167,289700,50000,705655,53631
498827,130034,37923,105604,13562,24344,169804,279398,50000,492603,12130
495256,193343,44405,46792,1747,123416,33994,117480,50000,241842,0
2368670,909388,33032,149578,28100,179839,114940,12105,50000,1096901,141570
660275,85516,41812,73647,3746,127481,47588,65833,50000,427529,8876
2079210,325803,23849,94079,4707,3061,142621,221372,50000,1846780,366534
844091,52858,18147,25037,6946,85976,31206,280599,50000,922019,96903
321524,60956,24130,64119,47499,112553,62344,253279,50000,263805,690
1817431,621808,28694,75301,13948,76190,156950,82606,50000,1091483,139945
1126004,417199,47638,113413,46574,155130,75351,72736,50000,464061,10703
2224760,295389,47172,3853,11478,58971,20063,78025,50000,1930265,391579
841309,120330,24588,47034,7084,150006,163952,173448,50000,664890,45478
2342195,298155,48393,72128,20419,127743,152037,65345,50000,1887487,378746
2010828,346940,22263,29592,35065,63790,53251,227747,50000,1735450,333135
1420407,471100,30977,133815,4341,181198,196651,114148,50000,725077,57515
1018976,281645,33715,32835,14727,141290,147624,288710,50000,820903,76680
686700,223231,11904,104542,5402,175922,118154,155483,50000,294989,2249
1493517,379444,3781,110256,1307,138806,102996,180912,50000,998396,112179
1474858,206784,26421,85194,10631,185403,54989,264287,50000,1227553,180765
2142608,278106,3346,139266,40885,194970,30545,170911,50000,1613637,296591
2201475,117008,27744,120709,21416,50765,58362,165753,50000,2035073,423021
590641,190980,46107,50500,4501,131468,106583,97540,50000,306838,2841
882899,305917,14155,39710,6040,107487,197736,17405,50000,405304,7765
1198614,382236,16336,46091,1863,146411,38105,78233,50000,666581,45816
2044354,155454,25703,56155,43238,122146,26654,190380,50000,1833443,362533
1643758,520705,23842,43625,8423,15339,93043,45355,50000,1074862,134958
1805381,119188,11784,36189,44766,24973,107215,32180,50000,1574228,284768
1240671,107885,6879,131858,3203,28963,22312,104863,50000,1030503,121650
598405,122174,4535,17300,10614,120372,48175,155854,50000,438333,9416
441196,95585,19493,140496,45521,51622,163817,94241,50000,171705,0
2070282,694872,46862,14349,22818,112767,165650,174381,50000,1396718,231515
2012204,579181,20588,93286,20850,131716,5574,195454,50000,1353212,218463
840608,87139,2477,67314,22900,88942,128435,49918,50000,576707,27841
2309636,298292,26020,330,49891,136775,37007,181752,50000,1982119,407135
2116135,317391,22873,82460,20842,128649,11671,14718,50000,1554383,278815
587232,54780,16764,63345,7286,48641,127463,194681,50000,574624,27424
1479362,222903,42487,110854,1657,3166,178936,119472,50000,1252740,188322
1592641,485770,46651,30400,6497,95220,144483,235796,50000,1207200,174660
593275,79789,35389,123368,8679,193574,47270,144042,50000,317295,3364
1320639,452154,36349,64774,48047,152955,153998,29500,50000,618557,36211
2173921,465938,5662,101986,42356,108696,52455,281312,50000,1691918,320075
1475619,240566,19485,80209,39139,193742,7409,279362,50000,1170809,163742
384670,74759,27398,25044,46259,156855,130487,48742,50000,107892,0
2357716,703362,2205,115528,7973,97513,76621,207552,50000,1593096,290428
1001794,231291,44192,146812,34670,5968,76159,257865,50000,835109,79521
2453092,128903,36207,20540,1839,94741,169365,9990,50000,2203265,473479
1227444,457607,1382,99236,21292,193902,69185,170877,50000,577665,28033
1840726,134554,25198,97644,39519,116591,105185,215172,50000,1642787,305336
1570985,594645,12837,27646,43381,84000,80241,223031,50000,1007180,114654
1439353,86150,38290,36410,14673,51141,27311,143389,50000,1382657,227297
436351,139563,39560,75351,288,163769,69814,105657,50000,152596,0
1885335,447081,133,118638,30266,137937,174830,290807,50000,1392352,230205
706195,160309,4796,79278,47630,50077,146521,105775,50000,429471,8973
567972,42866,45008,66335,30955,148542,6726,20809,50000,295090,2254
1789998,239073,5796,114426,21026,117854,66101,84997,50000,1338411,214023
1930871,622013,27214,109807,14393,129906,138263,266612,50000,1298577,202073
1863798,674584,42235,117318,791,112651,105354,129135,50000,1079823,136446
1028894,241987,12493,85401,49310,33673,399,119969,50000,700984,52696
2199428,381975,41467,140172,31482,60277,69091,175352,50000,1752340,338202
1828914,129816,529,16682,28703,15097,170971,206689,50000,1795833,351250
1997888,576915,35006,47836,39584,30847,73228,182814,50000,1470525,253657
1778362,262230,22460,52896,43623,38839,61685,48405,50000,1401638,232991
1278520,88543,27832,78148,26609,189573,32261,270323,50000,1143801,155640
1623368,459491,405,30286,44139,84638,167674,176401,50000,1131619,151985
2433484,535371,4183,126584,45690,154016,24413,149308,50000,1675313,315094
1131037,61287,37470,52425,24042,41801,97459,236332,50000,1175283,165085
504547,44815,5552,132931,40297,177342,130873,74231,50000,138944,0
1046747,308497,4369,99302,22755,89253,47716,268910,50000,750218,62543
1813332,131076,31713,15406,28255,78361,74785,256102,50000,1798048,351914
705911,249248,8252,64444,18170,95759,4379,247213,50000,483754,11687
1830835,291037,41041,74085,2094,183528,94920,92843,50000,1363974,221692
2077791,168370,13389,7775,9666,102423,25566,62440,50000,1815385,357115
1586371,501158,36547,75479,7664,43592,107333,35361,50000,980385,108577
273446,63863,32646,10579,49159,82328,105019,267435,50000,317597,3379
2080283,327278,36742,140207,40096,188694,23353,229433,50000,1600182,292554
1467756,282006,21824,98344,31974,110005,186083,199499,50000,1116749,147524
2491678,143257,15219,80231,6482,189250,75027,249225,50000,2286901,498570
1177724,332052,29207,69608,49378,4639,37287,88588,50000,789841,70468
455162,81028,10911,132362,39687,185033,92127,190748,50000,168710,0
2244288,673091,29961,56079,38523,71214,167534,256178,50000,1641519,304955
716196,193272,3110,143424,39961,110805,158832,125940,50000,307783,2889
522654,145265,13892,58848,28562,155021,17119,246166,50000,345015,4750
1735837,568508,1021,12998,44395,16408,70532,236054,50000,1280602,196680
2453087,664554,43403,41798,45498,150202,47397,235098,50000,1779535,346360
1007993,198125,11542,139776,16008,141749,110052,2155,50000,476031,11301
751443,140125,35774,64736,49509,118621,188937,184826,50000,549051,22310
919142,84426,39245,84422,3938,127710,185700,226102,50000,833992,79298
626924,202374,1215,3075,28166,119245,173761,270134,50000,495412,12270
637688,201756,49472,119028,22467,84743,47046,250427,50000,459592,10479
2150595,292920,12629,34189,22789,21895,52810,253900,50000,1995330,411099
1320648,464787,17435,42830,32865,135422,197125,282570,50000,894748,91449
331015,84789,36153,116504,12792,24292,158831,122029,50000,200819,0
475075,103348,31958,14979,28988,4960,97296,247237,50000,551994,22898
426774,23952,22545,76970,22770,17503,142361,171515,50000,429638,8981
614404,113025,3181,26649,20495,92564,164998,208466,50000,523317,17163
649273,178053,4728,27859,18121,131306,50479,97695,50000,346356,4817
2475411,201527,14828,43172,49059,133756,36544,243242,50000,2255966,489289
2378068,501412,23339,138878,49677,21245,180302,270868,50000,1911062,385818
801556,318780,11839,2703,19576,18761,83550,276067,50000,679641,48428
2370411,712992,34306,68228,390,142699,91717,197977,50000,1628384,301015
546437,131912,39181,97821,20289,150568,34066,69718,50000,204745,0
2004366,474155,46054,45662,20922,67896,161023,100311,50000,1492095,260128
357009,23319,39046,136223,44880,62169,119581,170307,50000,249770,0
2123901,817829,43519,31938,25039,74956,89250,229391,50000,1397048,231614
1507713,565184,35216,100649,30406,102077,178924,48211,50000,742823,61064
2111317,609836,34286,49533,9457,172872,72888,104319,50000,1358223,219967
887547,75134,5202,92676,6734,106208,163600,245946,50000,807942,74088
319000,39154,26278,49109,411,128439,112975,251440,50000,329604,3980
334179,38219,29316,126463,44859,80011,185021,114727,50000,138669,0
2150057,498496,20558,142697,39421,15510,163849,145522,50000,1570012,283503
2114273,259487,1331,27015,19973,52440,143459,287006,50000,1993694,410608
1034514,303661,43628,135898,15084,187356,106641,213191,50000,599333,32366
1322456,318487,9241,137196,6277,67232,64073,240610,50000,993114,111122
2169587,121888,34982,70930,40218,45457,154867,294428,50000,2170503,463651
644718,200133,41644,21931,38580,68136,130148,138373,50000,445954,9797
1107398,128557,27468,52139,33768,110199,160387,113727,50000,873929,87285
695544,235587,16844,42479,7184,82749,28923,147864,50000,442252,9612
1890260,329407,48278,20047,27465,50659,44487,10104,50000,1471063,253818
729490,122931,42023,102143,2416,1539,135447,115880,50000,608363,34172
2403883,130136,45855,49729,9533,2590,45887,92637,50000,2300386,502615
2298613,909572,3940,83962,23245,106773,171246,42363,50000,1171363,163908
321326,84894,3664,109977,14903,117101,70753,213025,50000,161139,0
1023164,202541,13651,81648,23828,178788,48971,175602,50000,675611,47622
587850,49272,18605,42072,46427,111801,56105,120118,50000,427000,8850
1743156,513711,23081,69990,10483,74525,9195,222886,50000,1270413,193624
738968,110073,8358,141602,41406,150775,58010,34173,50000,287642,1882
304645,120608,6341,140504,40483,164470,145573,44063,50000,0,0
1830096,700362,6583,134780,27304,194393,173107,241658,50000,971497,106799
721426,221733,33326,21868,41132,159664,151760,137586,50000,397940,7397
1877630,732041,17937,106901,33716,130348,180239,33173,50000,875733,87646
1943465,169026,37377,93769,36799,142412,65326,160112,50000,1648947,307184
331588,49065,24168,142720,16211,14591,32552,137759,50000,220927,0
1478190,204929,38069,121901,646,16537,191002,15987,50000,1138232,153969
363693,27351,32464,28517,45973,149030,12386,216170,50000,311455,3072
1916313,747897,47959,143637,23409,44757,60336,284448,50000,1239019,184205
2357719,167376,2461,19743,9435,84787,34841,219653,50000,2248491,487047
1861243,651139,35306,107222,30099,90627,128437,242295,50000,1209756,175427
2028904,646929,36358,15005,21535,132770,68485,226958,50000,1425980,240294
2045962,371451,48846,59478,2450,74107,10861,49676,50000,1586997,288599
2478553,140242,13880,128810,21275,70676,176000,160602,50000,2242031,485109
2408184,125547,27165,124939,27864,148040,98787,82598,50000,2041556,424967
949438,115259,10490,131410,2901,124920,56563,253196,50000,788633,70226
1125094,250734,34524,61894,40769,196790,56097,4774,50000,564204,25340
1742737,366442,39664,141722,38612,108448,141990,21707,50000,1098883,142164
1042135,265590,19115,9113,18117,33319,109478,197945,50000,883055,89111
1623835,519928,40940,77969,36832,121450,84614,229596,50000,1088191,138957
1276457,232409,25063,135259,32297,176456,150646,135126,50000,810224,74544
469162,49790,30438,141130,24045,186064,48644,109804,50000,158374,0
1753502,578685,34716,5712,43829,36128,192610,108912,50000,1182775,167332
2276157,378847,48985,55996,2882,151632,192539,266493,50000,1952277,398183
1590522,239228,45091,100561,7743,109509,75866,193119,50000,1321690,209007
1651051,524223,27746,32154,44567,50778,109125,124940,50000,1102014,143104
796363,300188,368,107819,48907,153050,124967,178093,50000,314859,3242
379851,140634,28591,146993,43989,179437,182289,39816,50000,0,0
1358198,133245,16274,112905,42323,165252,22416,95537,50000,966283,105756
1247650,282100,33726,126753,41411,199760,41334,34887,50000,616238,35747
2158981,178125,24833,136042,27289,62723,71668,177896,50000,1907530,384759
1931518,746225,45709,29530,11279,47464,109312,297354,50000,1390082,229524
536172,67198,23247,131091,25118,167972,194834,85474,50000,203513,0
550159,65524,26211,82712,34562,25421,27780,131062,50000,449212,9960
811133,292908,40039,23606,2894,119692,8009,120273,50000,482344,11617
2171826,844292,37103,127216,36592,93565,79177,64618,50000,1121881,149064
1899258,558707,2415,117977,22007,169328,175035,187183,50000,1170836,163751
425231,39270,40226,35242,43062,184037,149121,178318,50000,292163,2108
537374,118248,47252,45110,6026,76838,38282,45078,50000,333481,4174
1915418,643219,29403,17292,46863,64472,145667,231916,50000,1354890,218967
291722,73037,45456,17584,18802,176546,182779,218844,50000,220052,0
1099228,105974,19953,146400,22504,182973,164678,27461,50000,638790,40258
945519,104159,24863,10506,10346,131731,116942,216409,50000,880048,88509
490740,172961,9878,35446,39542,102750,172310,56521,50000,156439,0
1909916,447799,20613,117331,34867,107563,108066,89873,50000,1262841,191352
505416,150130,5916,145128,47480,181173,90570,167118,50000,104538,0
1560704,281819,38718,86035,48199,128216,170662,221787,50000,1226939,180581
1697031,401127,42437,84039,49682,104566,33921,117576,50000,1167629,162788
2176959,853337,4320,145199,36538,116089,166537,268131,50000,1248246,186973
1611606,266553,19068,109643,45401,16569,161711,193104,50000,1335611,213183
2451849,701660,2031,111504,4008,144348,154884,99732,50000,1542091,275127
1919163,211831,12895,68896,24532,61169,153163,293404,50000,1809033,355210
1277691,118325,19280,123122,35541,192945,73425,165299,50000,942336,100967
1837361,595808,899,95507,3309,143277,42011,138997,50000,1089355,139306
1693608,585036,32495,115117,17418,121313,131207,10985,50000,848203,82140
2203923,625713,38814,94821,33478,114569,33488,248039,50000,1572194,284158
507471,53471,7061,127095,2757,171282,153692,248514,50000,358440,5422
2439171,327350,49562,128338,5528,77946,40328,94561,50000,1994131,410739
2013190,742688,24949,136107,15967,123018,60941,296617,50000,1266975,192592
1407593,212611,47188,148172,16800,10279,144679,201357,50000,1218275,177982
2303775,775453,20563,39589,4446,7203,109180,169366,50000,1617012,297603
1105817,165958,49633,137008,49807,64854,103560,101150,50000,788972,70294
808114,306123,40278,110912,27152,6326,197875,85223,50000,433101,9155
884322,327250,8171,33050,21401,34347,155827,270961,50000,697405,51981
1907106,124232,271,29241,41878,105432,45608,51724,50000,1608317,294995
2208074,705799,43013,9408,45283,58283,87306,40692,50000,1423005,239401
1872964,204736,3535,133646,9132,158064,108332,139198,50000,1460118,250535
2210178,277034,20998,56850,22768,152236,105210,33426,50000,1705713,324213
2220439,468392,47117,21687,43703,86996,180250,240225,50000,1837002,363600
608349,153128,35842,3647,39690,76517,196960,50654,50000,371862,6093
1311385,215106,42720,126972,12659,509,139252,25989,50000,974847,107469
1887314,474440,8179,38566,4722,168638,113941,222896,50000,1382022,227106
2157798,236776,32547,99393,39453,111322,135365,178670,50000,1832070,362121
1409702,81506,12774,33055,24344,102533,165216,245172,50000,1376209,225362
602465,150573,17180,9266,1387,70370,144201,9349,50000,347397,4869
1038525,239998,8166,15129,35988,176456,21483,120583,50000,649702,42440
818786,238576,40323,22072,129,104723,182542,7583,50000,451191,10059
1863849,517102,18918,38075,34052,32243,69718,186444,50000,1397738,231821
1068441,389040,33704,26373,48300,94048,57419,82466,50000,576849,27869
267718,56438,43139,61942,19265,159406,175313,66912,50000,30717,0
1577425,83492,12793,100688,21695,194074,198768,53724,50000,1193992,170697
599762,162372,6097,78454,28950,109506,49935,247979,50000,424555,8727
2409750,689902,10872,60769,1425,24640,157530,114488,50000,1708373,325012
2162886,502921,14571,21736,9674,183251,152759,197214,50000,1607088,294626
1572959,458134,32790,4219,36409,121447,104027,128652,50000,1064191,131757
820953,134024,45669,39914,19771,41657,130387,73343,50000,654598,43419
1068706,109096,35971,16973,37134,75993,126648,219519,50000,1034999,122999
2493227,704570,49603,143574,40401,12235,82460,210127,50000,1802176,353152
1984802,269566,273,36607,14855,145093,77148,226329,50000,1695282,321084
1451636,304423,17408,8531,28383,129653,23083,504,50000,948557,102211
699110,155249,28191,52458,43583,179121,95359,52035,50000,298924,2446
2193571,476048,10900,64818,29940,182024,153744,16683,50000,1418323,237997
2024474,525264,24741,96236,12914,34423,197599,287130,50000,1617507,297752
803360,48449,8488,125507,38526,9398,118032,48407,50000,588374,30174
283717,112462,40624,57818,14153,675,64420,211354,50000,300586,2529
468417,140857,13404,2359,20096,7571,173834,267139,50000,528076,18115
1211795,241008,9128,52601,34302,143443,175771,61676,50000,761244,64748
634533,74218,33338,10019,42793,5036,59604,209952,50000,695756,51651
359525,28065,15235,116688,41098,150814,84801,98554,50000,86648,0
1511668,431228,24716,58123,20988,10990,63032,96670,50000,1061724,131017
1628656,262106,6706,122196,1920,197608,87955,36545,50000,1038076,123922
1473979,192085,31733,108615,47296,44296,146579,103291,50000,1166710,162513
534329,97773,33534,113045,42578,86000,186275,284826,50000,463292,10664
596407,153588,1626,134601,21828,159703,118768,49877,50000,128189,0
826395,235602,30000,81619,1533,100324,123631,263410,50000,650726,42645
1019153,281092,33421,140349,12635,158380,130128,290337,50000,700454,52590
1758346,619189,47524,23032,39867,99223,44084,169176,50000,1143734,155620
1053995,133398,12317,34239,40868,9677,61200,257319,50000,1055448,129134
1893593,516687,38602,79899,20630,164295,142290,51123,50000,1151806,158041
527845,45072,5624,15856,17924,141936,133188,34057,50000,296737,2336
1498720,362356,38810,54939,21846,36698,177421,201090,50000,1212780,176334
1215721,309261,35645,121228,24791,180092,52559,264927,50000,830920,78684
2075479,260852,4606,138834,32251,30953,91395,283999,50000,1851193,367858
2266211,423991,48130,105569,25936,185524,170889,212624,50000,1735944,333283
934770,317370,19909,96748,25219,68977,37810,187989,50000,584353,29370
2446432,249397,48678,59855,9104,61517,46493,74605,50000,2139841,454452
964075,194817,5394,111340,32890,44007,20269,7414,50000,543828,21265
1284472,483547,44392,63747,8861,92839,156605,244817,50000,874686,87437
1337241,302802,14433,19353,53,173881,7898,56469,50000,862053,84910
1231093,374002,29659,49259,32115,42193,2975,169901,50000,883083,89116
938235,318439,31871,3421,33880,151500,112007,295726,50000,708591,54218
2460980,298568,9382,88709,39760,124060,121564,290651,50000,2159915,460474
1389391,175585,12553,130677,24397,163503,89295,50745,50000,908526,94205
1493470,471200,7155,142307,4630,128125,85651,173606,50000,877968,88093
1239269,388705,16767,135911,42256,180465,11150,243605,50000,702303,52960
2026349,144000,2198,2528,18874,134467,87354,151070,50000,1829747,361424
282356,45988,5367,89076,4659,128986,185043,153677,50000,122690,0
1564529,296456,16954,31953,4304,90403,107547,121643,50000,1230009,181502
1210875,411896,26841,23225,34637,95895,180454,222966,50000,845028,81505
2119883,418998,36499,144498,35514,28281,133553,160089,50000,1639179,304253
2063985,772085,19372,44448,20046,90366,138283,52087,50000,1158498,160049
521609,208024,6474,80734,7186,107576,184390,282925,50000,357487,5374
2171897,702074,49913,48228,48766,62423,188566,224270,50000,1534588,272876
2393175,677831,23786,44882,18756,175874,145687,54236,50000,1503853,263655
1924214,360143,27136,64864,5392,786,183951,90353,50000,1560517,280655
427696,31420,927,54883,12640,92646,148501,133847,50000,320880,3544
1839291,460923,18528,62788,42086,146352,67194,78477,50000,1174146,164743
676492,119466,30655,99879,26392,66184,69526,61124,50000,406349,7817
1433087,247657,34566,25849,42158,79317,198418,106560,50000,1129231,151269
2041267,593392,26713,57902,4852,40185,98162,280060,50000,1601708,293012
722919,153456,11462,60076,40848,94357,157017,169634,50000,505277,13555
1708974,535306,11363,76058,45559,132790,64240,98411,50000,979034,108306
713723,135151,40365,84102,34592,85623,125175,181949,50000,546568,21813
1194413,122788,13892,525,6816,173511,148768,140568,50000,995232,111546
2366811,500513,13013,75377,22555,198639,53286,180976,50000,1713715,326614
936763,358643,30827,118481,22633,40100,93875,285103,50000,662835,45067
1725378,570295,12451,130721,43834,99490,131256,253274,50000,1096762,141528
2357512,287645,16834,42831,48374,84130,52240,153036,50000,2014401,416820
2395943,447933,25393,21850,42116,58445,101386,81172,50000,1882163,377148
646281,242179,39159,135589,23124,172595,116349,240955,50000,302907,2645
1573020,146754,6585,26515,7453,38250,30632,298569,50000,1609201,295260
975191,135437,30693,82066,28333,13461,190023,252583,50000,949169,102333
751503,106546,36653,27069,5209,51861,70522,44897,50000,592367,30973
2317911,579075,44741,122568,18487,147274,88639,83854,50000,1529101,271230
